Sexo;Comunidades Autónomas;Días trabajados en el domicilio particular;Periodo;Total
Mujeres;05 Canarias;Más de la mitad de los días que trabajó;2016;7,2
Mujeres;05 Canarias;Más de la mitad de los días que trabajó;2015;6,9
Mujeres;05 Canarias;Más de la mitad de los días que trabajó;2014;10
Mujeres;05 Canarias;Más de la mitad de los días que trabajó;2013;6,7
Mujeres;05 Canarias;Más de la mitad de los días que trabajó;2012;9,3
Mujeres;05 Canarias;Más de la mitad de los días que trabajó;2011;8,7
Mujeres;05 Canarias;Más de la mitad de los días que trabajó;2010;7
Mujeres;05 Canarias;Más de la mitad de los días que trabajó;2009;8,9
Mujeres;05 Canarias;Más de la mitad de los días que trabajó;2008;5,1
Mujeres;05 Canarias;Más de la mitad de los días que trabajó;2007;8
Mujeres;05 Canarias;Más de la mitad de los días que trabajó;2006;5,8
Mujeres;05 Canarias;Ningún día;2021;330,9
Mujeres;05 Canarias;Ningún día;2020;333,2
Mujeres;05 Canarias;Ningún día;2019;344
Mujeres;05 Canarias;Ningún día;2018;349,1
Mujeres;05 Canarias;Ningún día;2017;325,6
Mujeres;05 Canarias;Ningún día;2016;303,8
Mujeres;05 Canarias;Ningún día;2015;294,3
Mujeres;05 Canarias;Ningún día;2014;308,6
Mujeres;05 Canarias;Ningún día;2013;275,3
Mujeres;05 Canarias;Ningún día;2012;296,5
Mujeres;05 Canarias;Ningún día;2011;308,7
Mujeres;05 Canarias;Ningún día;2010;272,2
Mujeres;05 Canarias;Ningún día;2009;291,1
Mujeres;05 Canarias;Ningún día;2008;316,2
Mujeres;05 Canarias;Ningún día;2007;330,4
Mujeres;05 Canarias;Ningún día;2006;291,9
Mujeres;05 Canarias;No sabe;2021;7,1
Mujeres;05 Canarias;No sabe;2020;15,1
Mujeres;05 Canarias;No sabe;2019;5,5
Mujeres;05 Canarias;No sabe;2018;1,4
Mujeres;05 Canarias;No sabe;2017;3,3
Mujeres;05 Canarias;No sabe;2016;6,4
Mujeres;05 Canarias;No sabe;2015;1,8
Mujeres;05 Canarias;No sabe;2014;2,6
Mujeres;05 Canarias;No sabe;2013;1,4
Mujeres;05 Canarias;No sabe;2012;0,6
Mujeres;05 Canarias;No sabe;2011;1,1
Mujeres;05 Canarias;No sabe;2010;4,2
Mujeres;05 Canarias;No sabe;2009;1,4
Mujeres;05 Canarias;No sabe;2008;2,2
Mujeres;05 Canarias;No sabe;2007;2,7
Mujeres;05 Canarias;No sabe;2006;1,8
Mujeres;06 Cantabria;Total;2021;99
Mujeres;06 Cantabria;Total;2020;94,7
Mujeres;06 Cantabria;Total;2019;95,6
Mujeres;06 Cantabria;Total;2018;96,7
Mujeres;06 Cantabria;Total;2017;99,3
Mujeres;06 Cantabria;Total;2016;88,4
Mujeres;06 Cantabria;Total;2015;89,3
Mujeres;06 Cantabria;Total;2014;89,1
Mujeres;06 Cantabria;Total;2013;88,7
Mujeres;06 Cantabria;Total;2012;86,8
Mujeres;06 Cantabria;Total;2011;94,2
Mujeres;06 Cantabria;Total;2010;88
Mujeres;06 Cantabria;Total;2009;97,6
Mujeres;06 Cantabria;Total;2008;91,9
Mujeres;06 Cantabria;Total;2007;96,3
Mujeres;06 Cantabria;Total;2006;88,9
Mujeres;06 Cantabria;Ocasionalmente;2021;3,9
Mujeres;06 Cantabria;Ocasionalmente;2020;1,8
Mujeres;06 Cantabria;Ocasionalmente;2019;1,5
Mujeres;06 Cantabria;Ocasionalmente;2018;0,6
Mujeres;06 Cantabria;Ocasionalmente;2017;0,8
Mujeres;06 Cantabria;Ocasionalmente;2016;1,4
Mujeres;06 Cantabria;Ocasionalmente;2015;0,9
Mujeres;06 Cantabria;Ocasionalmente;2014;1,2
Mujeres;06 Cantabria;Ocasionalmente;2013;0,9
Mujeres;06 Cantabria;Ocasionalmente;2012;1
Mujeres;06 Cantabria;Ocasionalmente;2011;1
Mujeres;06 Cantabria;Ocasionalmente;2010;..
Mujeres;06 Cantabria;Ocasionalmente;2009;0,2
Mujeres;06 Cantabria;Ocasionalmente;2008;0,5
Mujeres;06 Cantabria;Ocasionalmente;2007;0,8
Mujeres;06 Cantabria;Ocasionalmente;2006;0,6
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2021;5,5
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2020;4
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2019;1,9
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2018;3,3
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2017;2,1
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2016;1,1
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2015;2
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2014;3,6
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2013;2,2
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2012;1,8
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2011;1,8
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2010;3,3
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2009;2,4
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2008;1,7
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2007;2,4
Mujeres;06 Cantabria;Más de la mitad de los días que trabajó;2006;1,5
Mujeres;06 Cantabria;Ningún día;2021;88,1
Mujeres;06 Cantabria;Ningún día;2020;88
Mujeres;06 Cantabria;Ningún día;2019;91,5
Mujeres;06 Cantabria;Ningún día;2018;92,1
Mujeres;06 Cantabria;Ningún día;2017;94,4
Mujeres;06 Cantabria;Ningún día;2016;85,1
Mujeres;06 Cantabria;Ningún día;2015;85,4
Mujeres;06 Cantabria;Ningún día;2014;82,2
Mujeres;06 Cantabria;Ningún día;2013;84,8
Mujeres;06 Cantabria;Ningún día;2012;83,3
Mujeres;06 Cantabria;Ningún día;2011;90,2
Mujeres;06 Cantabria;Ningún día;2010;84,8
Mujeres;06 Cantabria;Ningún día;2009;94,4
Mujeres;06 Cantabria;Ningún día;2008;89,5
Mujeres;06 Cantabria;Ningún día;2007;92,8
Mujeres;06 Cantabria;Ningún día;2006;86,5
Mujeres;06 Cantabria;No sabe;2021;1,6
Mujeres;06 Cantabria;No sabe;2020;0,9
Mujeres;06 Cantabria;No sabe;2019;0,7
Mujeres;06 Cantabria;No sabe;2018;0,7
Mujeres;06 Cantabria;No sabe;2017;2
Mujeres;06 Cantabria;No sabe;2016;0,8
Mujeres;06 Cantabria;No sabe;2015;1
Mujeres;06 Cantabria;No sabe;2014;2,1
Mujeres;06 Cantabria;No sabe;2013;0,7
Mujeres;06 Cantabria;No sabe;2012;0,7
Mujeres;06 Cantabria;No sabe;2011;1,2
Mujeres;06 Cantabria;No sabe;2010;..
Mujeres;06 Cantabria;No sabe;2009;0,6
Mujeres;06 Cantabria;No sabe;2008;0,2
Mujeres;06 Cantabria;No sabe;2007;0,4
Mujeres;06 Cantabria;No sabe;2006;0,4
Mujeres;07 Castilla y León;Total;2021;372,8
Mujeres;07 Castilla y León;Total;2020;367
Mujeres;07 Castilla y León;Total;2019;392,1
Mujeres;07 Castilla y León;Total;2018;372,4
Mujeres;07 Castilla y León;Total;2017;373,7
Mujeres;07 Castilla y León;Total;2016;364,6
Mujeres;07 Castilla y León;Total;2015;344,6
Mujeres;07 Castilla y León;Total;2014;347,6
Mujeres;07 Castilla y León;Total;2013;341,2
Mujeres;07 Castilla y León;Total;2012;344,5
Mujeres;07 Castilla y León;Total;2011;364,9
Mujeres;07 Castilla y León;Total;2010;362,1
Mujeres;07 Castilla y León;Total;2009;356,4
Mujeres;07 Castilla y León;Total;2008;350,8
Mujeres;07 Castilla y León;Total;2007;356,9
Mujeres;07 Castilla y León;Total;2006;351,7
Mujeres;07 Castilla y León;Ocasionalmente;2021;14,6
Mujeres;07 Castilla y León;Ocasionalmente;2020;8,5
Mujeres;07 Castilla y León;Ocasionalmente;2019;4,7
Mujeres;07 Castilla y León;Ocasionalmente;2018;2
Mujeres;07 Castilla y León;Ocasionalmente;2017;3,2
Mujeres;07 Castilla y León;Ocasionalmente;2016;3,2
Mujeres;07 Castilla y León;Ocasionalmente;2015;2,7
Mujeres;07 Castilla y León;Ocasionalmente;2014;3
Mujeres;07 Castilla y León;Ocasionalmente;2013;3,9
Mujeres;07 Castilla y León;Ocasionalmente;2012;3
Mujeres;07 Castilla y León;Ocasionalmente;2011;2,4
Mujeres;07 Castilla y León;Ocasionalmente;2010;2,8
Mujeres;07 Castilla y León;Ocasionalmente;2009;4,7
Mujeres;07 Castilla y León;Ocasionalmente;2008;5,1
Mujeres;07 Castilla y León;Ocasionalmente;2007;2,6
Mujeres;07 Castilla y León;Ocasionalmente;2006;2,1
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2021;20
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2020;32,7
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2019;12,6
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2018;8,1
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2017;7,6
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2016;7,9
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2015;9,5
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2014;7,8
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2013;9,8
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2012;15,7
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2011;10,6
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2010;7,9
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2009;8,5
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2008;4,9
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2007;4,7
Mujeres;07 Castilla y León;Más de la mitad de los días que trabajó;2006;6
Mujeres;07 Castilla y León;Ningún día;2021;333,3
Mujeres;07 Castilla y León;Ningún día;2020;320,4
Mujeres;07 Castilla y León;Ningún día;2019;369,8
Mujeres;07 Castilla y León;Ningún día;2018;358,9
Mujeres;07 Castilla y León;Ningún día;2017;359,6
Mujeres;07 Castilla y León;Ningún día;2016;350,1
Mujeres;07 Castilla y León;Ningún día;2015;329,2
Mujeres;07 Castilla y León;Ningún día;2014;333
Mujeres;07 Castilla y León;Ningún día;2013;322,5
Mujeres;07 Castilla y León;Ningún día;2012;321,8
Mujeres;07 Castilla y León;Ningún día;2011;348,1
Mujeres;07 Castilla y León;Ningún día;2010;347,3
Mujeres;07 Castilla y León;Ningún día;2009;340,1
Mujeres;07 Castilla y León;Ningún día;2008;339,2
Mujeres;07 Castilla y León;Ningún día;2007;346,5
Mujeres;07 Castilla y León;Ningún día;2006;340
Mujeres;07 Castilla y León;No sabe;2021;4,9
Mujeres;07 Castilla y León;No sabe;2020;5,3
Mujeres;07 Castilla y León;No sabe;2019;4,9
Mujeres;07 Castilla y León;No sabe;2018;3,5
Mujeres;07 Castilla y León;No sabe;2017;3,3
Mujeres;07 Castilla y León;No sabe;2016;3,5
Mujeres;07 Castilla y León;No sabe;2015;3,2
Mujeres;07 Castilla y León;No sabe;2014;3,7
Mujeres;07 Castilla y León;No sabe;2013;5
Mujeres;07 Castilla y León;No sabe;2012;4
Mujeres;07 Castilla y León;No sabe;2011;3,9
Mujeres;07 Castilla y León;No sabe;2010;4
Mujeres;07 Castilla y León;No sabe;2009;3
Mujeres;07 Castilla y León;No sabe;2008;1,7
Mujeres;07 Castilla y León;No sabe;2007;3,1
Mujeres;07 Castilla y León;No sabe;2006;3,7
Mujeres;08 Castilla - La Mancha;Total;2021;314,9
Mujeres;08 Castilla - La Mancha;Total;2020;292,5
Mujeres;08 Castilla - La Mancha;Total;2019;296,3
Mujeres;08 Castilla - La Mancha;Total;2018;292,7
Mujeres;08 Castilla - La Mancha;Total;2017;287,3
Mujeres;08 Castilla - La Mancha;Total;2016;274,2
Mujeres;08 Castilla - La Mancha;Total;2015;264,2
Mujeres;08 Castilla - La Mancha;Total;2014;256,6
Mujeres;08 Castilla - La Mancha;Total;2013;244,4
Mujeres;08 Castilla - La Mancha;Total;2012;262
Mujeres;08 Castilla - La Mancha;Total;2011;274,4
Mujeres;08 Castilla - La Mancha;Total;2010;277,4
Mujeres;08 Castilla - La Mancha;Total;2009;294,1
Mujeres;08 Castilla - La Mancha;Total;2008;281,7
Mujeres;08 Castilla - La Mancha;Total;2007;279,3
Mujeres;08 Castilla - La Mancha;Total;2006;241,7
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2021;10,1
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2020;5
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2019;5,2
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2018;3,9
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2017;3,2
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2016;3,8
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2015;4
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2014;0,9
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2013;6,2
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2012;3,6
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2011;4
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2010;3,7
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2009;3
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2008;2,9
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2007;1,4
Mujeres;08 Castilla - La Mancha;Ocasionalmente;2006;3,6
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2021;25,6
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2020;25,7
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2019;7
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2018;7,6
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2017;6,2
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2016;6,1
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2015;7,3
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2014;7,2
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2013;9,6
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2012;10,2
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2011;9,8
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2010;7,4
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2009;8,3
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2008;7,2
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2007;3,8
Mujeres;08 Castilla - La Mancha;Más de la mitad de los días que trabajó;2006;3,9
Mujeres;08 Castilla - La Mancha;Ningún día;2021;276,1
Mujeres;08 Castilla - La Mancha;Ningún día;2020;256
Mujeres;08 Castilla - La Mancha;Ningún día;2019;280
Mujeres;08 Castilla - La Mancha;Ningún día;2018;277
Mujeres;08 Castilla - La Mancha;Ningún día;2017;275,6
Mujeres;08 Castilla - La Mancha;Ningún día;2016;260,7
Mujeres;08 Castilla - La Mancha;Ningún día;2015;249,2
Mujeres;08 Castilla - La Mancha;Ningún día;2014;244,8
Mujeres;08 Castilla - La Mancha;Ningún día;2013;227,4
Mujeres;08 Castilla - La Mancha;Ningún día;2012;244,6
Mujeres;08 Castilla - La Mancha;Ningún día;2011;257,2
Mujeres;08 Castilla - La Mancha;Ningún día;2010;263,5
Mujeres;08 Castilla - La Mancha;Ningún día;2009;278,5
Mujeres;08 Castilla - La Mancha;Ningún día;2008;269,7
Mujeres;08 Castilla - La Mancha;Ningún día;2007;272,4
Mujeres;08 Castilla - La Mancha;Ningún día;2006;233,2
Mujeres;08 Castilla - La Mancha;No sabe;2021;3,1
Mujeres;08 Castilla - La Mancha;No sabe;2020;5,8
Mujeres;08 Castilla - La Mancha;No sabe;2019;4,1
Mujeres;08 Castilla - La Mancha;No sabe;2018;4,1
Mujeres;08 Castilla - La Mancha;No sabe;2017;2,2
Mujeres;08 Castilla - La Mancha;No sabe;2016;3,6
Mujeres;08 Castilla - La Mancha;No sabe;2015;3,8
Mujeres;08 Castilla - La Mancha;No sabe;2014;3,7
Mujeres;08 Castilla - La Mancha;No sabe;2013;1,3
Mujeres;08 Castilla - La Mancha;No sabe;2012;3,5
Mujeres;08 Castilla - La Mancha;No sabe;2011;3,4
Mujeres;08 Castilla - La Mancha;No sabe;2010;2,9
Mujeres;08 Castilla - La Mancha;No sabe;2009;4,4
Mujeres;08 Castilla - La Mancha;No sabe;2008;1,8
Mujeres;08 Castilla - La Mancha;No sabe;2007;1,8
Mujeres;08 Castilla - La Mancha;No sabe;2006;1
Mujeres;09 Cataluña;Total;2021;1.447,6
Mujeres;09 Cataluña;Total;2020;1.393
Mujeres;09 Cataluña;Total;2019;1.450,4
Mujeres;09 Cataluña;Total;2018;1.411,1
Mujeres;09 Cataluña;Total;2017;1.335,4
Mujeres;09 Cataluña;Total;2016;1.294,1
Mujeres;09 Cataluña;Total;2015;1.259,7
Mujeres;09 Cataluña;Total;2014;1.254,2
Mujeres;09 Cataluña;Total;2013;1.270,5
Mujeres;09 Cataluña;Total;2012;1.269,4
Mujeres;09 Cataluña;Total;2011;1.331,3
Mujeres;09 Cataluña;Total;2010;1.323,9
Mujeres;09 Cataluña;Total;2009;1.295,1
Mujeres;09 Cataluña;Total;2008;1.362,7
Mujeres;09 Cataluña;Total;2007;1.353,3
Mujeres;09 Cataluña;Total;2006;1.247,8
Mujeres;09 Cataluña;Ocasionalmente;2021;74,8
Mujeres;09 Cataluña;Ocasionalmente;2020;54,5
Mujeres;09 Cataluña;Ocasionalmente;2019;31,7
Mujeres;09 Cataluña;Ocasionalmente;2018;18,2
Mujeres;09 Cataluña;Ocasionalmente;2017;16,1
Mujeres;09 Cataluña;Ocasionalmente;2016;7,1
Mujeres;09 Cataluña;Ocasionalmente;2015;4,5
Mujeres;09 Cataluña;Ocasionalmente;2014;8,5
Mujeres;09 Cataluña;Ocasionalmente;2013;15,9
Mujeres;09 Cataluña;Ocasionalmente;2012;16,3
Mujeres;09 Cataluña;Ocasionalmente;2011;20
Mujeres;09 Cataluña;Ocasionalmente;2010;16,6
Mujeres;09 Cataluña;Ocasionalmente;2009;6,9
Mujeres;09 Cataluña;Ocasionalmente;2008;5,1
Mujeres;09 Cataluña;Ocasionalmente;2007;9,9
Mujeres;09 Cataluña;Ocasionalmente;2006;11,3
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2021;174,8
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2020;181,3
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2019;40,2
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2018;26,4
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2017;29,6
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2016;13,6
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2015;10,3
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2014;12,5
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2013;39,4
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2012;29,8
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2011;29,2
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2010;36,8
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2009;20,6
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2008;35,3
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2007;21,6
Mujeres;09 Cataluña;Más de la mitad de los días que trabajó;2006;17,2
Mujeres;09 Cataluña;Ningún día;2021;1.182,6
Mujeres;09 Cataluña;Ningún día;2020;1.128,5
Mujeres;09 Cataluña;Ningún día;2019;1.367,8
Mujeres;09 Cataluña;Ningún día;2018;1.351,5
Mujeres;09 Cataluña;Ningún día;2017;1.282,6
Mujeres;09 Cataluña;Ningún día;2016;1.266,7
Mujeres;09 Cataluña;Ningún día;2015;1.243,2
Mujeres;09 Cataluña;Ningún día;2014;1.227
Mujeres;09 Cataluña;Ningún día;2013;1.206,7
Mujeres;09 Cataluña;Ningún día;2012;1.218,8
Mujeres;09 Cataluña;Ningún día;2011;1.273,5
Mujeres;09 Cataluña;Ningún día;2010;1.264
Mujeres;09 Cataluña;Ningún día;2009;1.262,7
Mujeres;09 Cataluña;Ningún día;2008;1.318,6
Mujeres;09 Cataluña;Ningún día;2007;1.318,9
Mujeres;09 Cataluña;Ningún día;2006;1.215,8
Mujeres;09 Cataluña;No sabe;2021;15,4
Mujeres;09 Cataluña;No sabe;2020;28,7
Mujeres;09 Cataluña;No sabe;2019;10,8
Mujeres;09 Cataluña;No sabe;2018;14,9
Mujeres;09 Cataluña;No sabe;2017;7
Mujeres;09 Cataluña;No sabe;2016;6,7
Mujeres;09 Cataluña;No sabe;2015;1,6
Mujeres;09 Cataluña;No sabe;2014;6,2
Mujeres;09 Cataluña;No sabe;2013;8,4
Mujeres;09 Cataluña;No sabe;2012;4,4
Mujeres;09 Cataluña;No sabe;2011;8,6
Mujeres;09 Cataluña;No sabe;2010;6,5
Mujeres;09 Cataluña;No sabe;2009;4,9
Mujeres;09 Cataluña;No sabe;2008;3,7
Mujeres;09 Cataluña;No sabe;2007;3
Mujeres;09 Cataluña;No sabe;2006;3,5
Mujeres;10 Comunitat Valenciana;Total;2021;839,5
Mujeres;10 Comunitat Valenciana;Total;2020;804
Mujeres;10 Comunitat Valenciana;Total;2019;779,4
Mujeres;10 Comunitat Valenciana;Total;2018;797,3
Mujeres;10 Comunitat Valenciana;Total;2017;758,7
Mujeres;10 Comunitat Valenciana;Total;2016;728,4
Mujeres;10 Comunitat Valenciana;Total;2015;760,4
Mujeres;10 Comunitat Valenciana;Total;2014;678
Mujeres;10 Comunitat Valenciana;Total;2013;671,6
Mujeres;10 Comunitat Valenciana;Total;2012;697,1
Mujeres;10 Comunitat Valenciana;Total;2011;750,7
Mujeres;10 Comunitat Valenciana;Total;2010;725,8
Mujeres;10 Comunitat Valenciana;Total;2009;753,8
Mujeres;10 Comunitat Valenciana;Total;2008;804,3
Mujeres;10 Comunitat Valenciana;Total;2007;776,8
Mujeres;10 Comunitat Valenciana;Total;2006;767,8
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2021;41,8
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2020;22,9
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2019;13,4
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2018;11
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2017;9,7
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2016;10,3
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2015;13,3
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2014;7,9
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2013;15,1
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2012;11,1
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2011;7,8
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2010;10,1
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2009;7,8
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2008;10,7
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2007;5,3
Mujeres;10 Comunitat Valenciana;Ocasionalmente;2006;7,3
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2021;44,9
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2020;63,6
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2019;28,4
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2018;28,1
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2017;19,1
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2016;22,1
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2015;17,8
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2014;29,5
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2013;31,3
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2012;19,9
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2011;30,9
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2010;20,8
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2009;20,3
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2008;22,3
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2007;14
Mujeres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2006;8,2
Mujeres;10 Comunitat Valenciana;Ningún día;2021;741,5
Mujeres;10 Comunitat Valenciana;Ningún día;2020;707,6
Mujeres;10 Comunitat Valenciana;Ningún día;2019;730,1
Mujeres;10 Comunitat Valenciana;Ningún día;2018;750
Mujeres;10 Comunitat Valenciana;Ningún día;2017;720,2
Mujeres;10 Comunitat Valenciana;Ningún día;2016;691,8
Mujeres;10 Comunitat Valenciana;Ningún día;2015;722,2
Mujeres;10 Comunitat Valenciana;Ningún día;2014;633,4
Mujeres;10 Comunitat Valenciana;Ningún día;2013;621,2
Mujeres;10 Comunitat Valenciana;Ningún día;2012;655,4
Mujeres;10 Comunitat Valenciana;Ningún día;2011;708,1
Mujeres;10 Comunitat Valenciana;Ningún día;2010;691,4
Mujeres;10 Comunitat Valenciana;Ningún día;2009;722,6
Mujeres;10 Comunitat Valenciana;Ningún día;2008;769,5
Mujeres;10 Comunitat Valenciana;Ningún día;2007;753,4
Mujeres;10 Comunitat Valenciana;Ningún día;2006;750,7
Mujeres;10 Comunitat Valenciana;No sabe;2021;11,3
Mujeres;10 Comunitat Valenciana;No sabe;2020;10
Mujeres;10 Comunitat Valenciana;No sabe;2019;7,5
Mujeres;10 Comunitat Valenciana;No sabe;2018;8,2
Mujeres;10 Comunitat Valenciana;No sabe;2017;9,7
Mujeres;10 Comunitat Valenciana;No sabe;2016;4,2
Mujeres;10 Comunitat Valenciana;No sabe;2015;7,1
Mujeres;10 Comunitat Valenciana;No sabe;2014;7,2
Mujeres;10 Comunitat Valenciana;No sabe;2013;4
Mujeres;10 Comunitat Valenciana;No sabe;2012;10,6
Mujeres;10 Comunitat Valenciana;No sabe;2011;4
Mujeres;10 Comunitat Valenciana;No sabe;2010;3,3
Mujeres;10 Comunitat Valenciana;No sabe;2009;3,1
Mujeres;10 Comunitat Valenciana;No sabe;2008;1,7
Mujeres;10 Comunitat Valenciana;No sabe;2007;4,2
Mujeres;10 Comunitat Valenciana;No sabe;2006;1,7
Mujeres;11 Extremadura;Total;2021;142,8
Mujeres;11 Extremadura;Total;2020;136,5
Mujeres;11 Extremadura;Total;2019;138,4
Mujeres;11 Extremadura;Total;2018;134,9
Mujeres;11 Extremadura;Total;2017;134,9
Mujeres;11 Extremadura;Total;2016;134,5
Mujeres;11 Extremadura;Total;2015;126
Mujeres;11 Extremadura;Total;2014;126,2
Mujeres;11 Extremadura;Total;2013;136
Mujeres;11 Extremadura;Total;2012;121,1
Mujeres;11 Extremadura;Total;2011;133,2
Mujeres;11 Extremadura;Total;2010;129,9
Mujeres;11 Extremadura;Total;2009;134,5
Mujeres;11 Extremadura;Total;2008;133,4
Mujeres;11 Extremadura;Total;2007;129,7
Mujeres;11 Extremadura;Total;2006;124,7
